feature1,feature2
2.6050973193764344,1.2252955252992357
0.5323772047314387,3.3133890933364265
0.8023140038834188,4.38196181200038
0.5285367979496572,4.497238576378021
2.6185854824861314,0.3576979057562252
1.5914154189103553,4.904977251840595
1.742659685725724,5.038466712398533
2.375333284481674,0.08918563778251964
-2.1213336421139197,2.664474084183779
1.720396175444295,5.251731915463681
3.136885496073223,1.5659276346561328
-0.3749456643799345,2.387874349972349
-1.84562252599802,2.7192463541687237
0.7214439876706683,4.084750176642797
0.16117090506347276,4.535178455211277
-1.9991271411810305,2.7128574147318485
-1.4780415293644775,3.2093591012097695
1.8706766024616561,0.7779740711499736
-1.5933443020153832,2.7689868216322586
2.03562611231913,0.31361691106733813
0.6400398546585195,4.1240107466781195
2.441162797039712,1.3094157369198025
1.1328039293719456,3.8767394577975276
1.048291864126934,5.030924080929878
-1.2663715749955262,2.6299882764265896
2.316905851698755,0.8118904943268128
2.362307206605918,1.3587669957212003
1.209101298411725,3.535665484309778
-2.5422462471126526,3.9501286920127825
1.4815331952273267,0.6787536375657198
-1.5948788635610658,3.48632794263447
-1.8255620477045866,2.7989213964651194
-1.1337400321674174,2.6846727129651513
-1.7587020005449525,3.1586229982198537
0.34987239852153196,4.692532505364345
1.6854860232372213,1.6691709576413047
2.989047001646163,1.3506859890756295
1.7373444822434374,1.2358803074111866
0.6591090317060133,4.122416744454821
1.154453277133696,4.657073911544364
-1.3273808404018403,1.5315858831197977
-1.6814104977454665,2.0798803581681344
0.34102757930362826,4.788485681527396
1.878270565806136,0.21018801322892744
2.1386042691191425,1.21517937838399
2.4836828273842233,0.5721508632878634
-1.1811346376868121,3.265256833161126
2.1111473905402987,3.5766044901490077
-1.1937124722059482,2.687522367638846
1.4513142873092897,4.228108723299541
1.8376907455720592,1.8222955241776078
0.4408937677912238,4.831013190913958
1.0804075675849252,4.792106845690246
1.8484580310530043,0.523936254217558
2.391414899939096,1.1013945780584922
-1.4486507442392176,3.0339727794332605
0.7208675097620585,3.7134712353871837
3.0167385346730704,1.637921055655149
-1.1819949309545112,3.568805376115622
1.3408153596352634,4.368278782827096
-2.3183732118894462,3.2230719508867254
-0.5489478590965583,3.112928922677086
-1.6823470990711413,2.9665823444675143
-1.5354142201526257,3.1074581291106638
1.0649831496733715,4.102896859344259
-0.3972495378764793,2.8967536855028015
1.039726124898305,4.504782009170741
1.6246546789055267,1.8526961364874537
-0.3002248293705443,4.63059662516857
0.12313498323398875,5.279175025064285
1.5459704208181453,3.686374417271564
1.4425497620177938,1.3198451481387103
2.528893505319752,0.8201586133925197
0.3897083759894151,5.275597920273036
1.5381461005406456,1.2384609190787503
0.8204938124828087,4.3318699985632625
1.5656598641263204,4.213824909542215
-1.9335861428240069,2.184670097431866
-1.3837321687757655,3.222304178570848
0.9621789643771677,4.517953262713599
1.71810119110419,0.9135789390751125
1.6535626893459574,0.5528887710628365
0.45199359601294875,3.5937783588589025
1.1982016949192078,4.470624491135523
2.204386608535906,1.5608566082814521
3.2468399088648487,1.3699034034331437
2.5156969333232873,1.0570274864094475
-1.7983347512302643,3.1259072844638354
-2.049530696295383,3.5234549061744733
2.3678832469464717,0.09663483213456303
2.2434802870106925,0.3479632646458396
0.9991493371972181,4.210195402435473
1.3096387250800752,1.1173595105702052
0.7746816050599052,4.915009862639604
1.7079835915671953,0.8228463897741014
1.9178454270746221,3.6299077968771667
-2.004876513468294,2.7448913734834295
-2.1049952291328617,3.3084813121881194
1.3973138161771175,0.6668713575305824
2.0211467187705625,1.7543350207626203
1.6703094842102197,1.1672882555838455
2.5299779248957583,0.9414392806305323
-2.180167439089564,3.746947601142217
2.006041259220162,0.5659245167568832
1.5030758517186527,0.9237461995684241
1.0537437913949532,4.492868587249477
-1.726628527853343,3.102910205256882
1.7233096151252982,4.201208195565489
0.9246606526497161,4.509086578417576
0.3936951581548168,4.754200570925484
-1.313774647832855,3.2563362788482455
0.7826066698425189,4.152635952160722
1.8275012696742063,0.9064032394504652
-1.2649585013048026,2.9620933048554536
0.9815200889069053,5.196722574401307
-2.4950439161451587,3.012271559730037
1.009528689738079,4.455023276318281
1.408488177976248,3.932704817245169
-1.280033124547311,2.8598302918159395
-1.8250610324471594,2.8915986131983495
0.5408715039555542,4.014362495066182
2.6492824176090286,1.0561349659003616
0.522620896354874,4.329760025346459
0.1693211547675193,4.197417187341405
1.8062512960867254,1.8624296868464296
1.9212658359571877,1.2988918578361344
-1.539067075421373,2.5488668067302784
1.682890110408658,0.48444439060842964
-2.2973025204442177,2.9495132584332886
-1.4559274315615156,2.7582180527605753
-1.3869417137002862,2.8688070665116436
-1.0718145591756094,3.0764913689287736
1.4088390665711537,1.0311890946125284
-1.5859860357861904,2.5777931593346977
-1.5821743418381418,3.4279686171910226
-0.779661740976221,1.8828897488263565
0.569696937524268,3.4406460262825513
-1.8531083044154153,2.722405573739322
1.5988564087107986,1.4561718039858633
-1.840947793042695,2.677368702102729
1.3567889411199918,4.364624835694804
1.1774408991352696,3.961382281978233
1.7334583200164326,-0.21403791617427648
2.343562929740348,0.7935142821489394
-0.9507382308303454,3.4576915573515334
-2.2389344677131713,2.671222319652026
-1.872928937114101,3.6860707884560218
-1.8897027024536976,2.226200283635595
2.2532708777637005,0.35113290557268395
1.5551598477380955,0.12527811154913104
